174,国家开发投资公司,91110000100017643K,http://www.qichacha.com/firm_8465470d4a7ceaa607515d820e0c4aa0.html
176,浙江荣盛控股集团有限公司,9133000079338631XM,http://www.qichacha.com/firm_11d50efbb0ab5b41ed4504323c0c9957.html
177,上海均和集团有限公司,913100007514581199,http://www.qichacha.com/firm_51204082d68609f9f4eac4eaa00a0787.html
178,山西煤炭进出口集团有限公司,91140000110014569B,http://www.qichacha.com/firm_637f019a40b4de9f16b8cb25f07aeddb.html
179,百联集团有限公司,91310000749599465B,http://www.qichacha.com/firm_c712312910070a25936811196b63e558.html
180,浙江省兴合集团有限责任公司,91330000142912224B,http://www.qichacha.com/firm_8ac8be1cd6074d12d39e6eb525aeaa09.html
182,阳光保险集团股份有限公司,91440300664161245Y,http://www.qichacha.com/firm_2611c25dcde95e07244fc058017ba946.html
183,云南省建设投资控股集团有限公司,91530000MA6K5LYD33,http://www.qichacha.com/firm_8bb68cc384704aefa04ccb49c33230ca.html
184,北大方正集团有限公司,91110108101974963M,http://www.qichacha.com/firm_a645858fdeabaec9ac670e8547e1c08c.html
185,酒泉钢铁（集团）有限责任公司,916202002246412029,http://www.qichacha.com/firm_e4f2d9a4440fced43ec74d4b896682c2.html
186,大冶有色金属集团控股有限公司,91420200178411464Y,http://www.qichacha.com/firm_8e17bc4cf3a1ec3a1fbc868a2bbcc31c.html
187,广厦控股集团有限公司,91330000736010420F,http://www.qichacha.com/firm_721da0a34dbed78ffc062daf9af8cb9a.html
189,腾邦集团有限公司,91440300793892431Q,http://www.qichacha.com/firm_6e7f92f627ba15d9c1d3ad86b96e51cd.html
190,西安迈科金属国际集团有限公司,91610131X2390028XN,http://www.qichacha.com/firm_f1eaa125195168c07e590240c63748f4.html
191,广西建工集团有限责任公司,91450000198228982J,http://www.qichacha.com/firm_125760b2c110a779388e2ebce2faebc0.html
193,湖北宜化集团有限责任公司,914205001791227953,http://www.qichacha.com/firm_a597387fb8e4f22e8eb1d9610e369a6b.html
194,南通三建控股有限公司,91320684MA1MDG2KX5,http://www.qichacha.com/firm_6e08be98eb40098707c657b182e08ee8.html
196,徐州工程机械集团有限公司,913203011347852611,http://www.qichacha.com/firm_387a5a2ce5372576b6cb49c5065e93e7.html
197,陕西建工集团有限公司,91610000220521879Y,http://www.qichacha.com/firm_374ade04c13aa686e3b024de3b5a4e8f.html
200,浙江恒逸集团有限公司,91330109143586141L,http://www.qichacha.com/firm_7af77c4792970470d98572f072744200.html
205,河北津西钢铁集团股份有限公司,91130000721610976L,http://www.qichacha.com/firm_5e51554a7d7021fb0b1cf72b0833860f.html
206,湖南省建筑工程总公司,未公开,
207,杭州汽轮动力集团有限公司,91330100143071842L,http://www.qichacha.com/firm_22d8eb9a9e792db63c7cf54ce77c9ad8.html
208,新华联集团有限公司,916501007107144546,http://www.qichacha.com/firm_dd9b0799458454fc0649eb5b671a48be.html
211,晋能集团有限公司,91140000070450154H,http://www.qichacha.com/firm_1659620ca5a2444724ec73da0acce8cc.html
212,太原钢铁（集团）有限公司,91140000110114391W,http://www.qichacha.com/firm_a882625ebd75e2a1e3b3f5d0986a5ad5.html
214,四川省宜宾五粮液集团有限公司,91511500709066998M,http://www.qichacha.com/firm_e39799d2d642f171e82d14ba0b47002e.html
216,河北新华联合冶金控股集团有限公司,91130911084997337M,http://www.qichacha.com/firm_9e36051bd5345b623371ad786ed4616b.html
217,中国重型汽车集团有限公司,91370000614140905P,http://www.qichacha.com/firm_5a0f7abbf32a5ce9a59d827d56a8cbd6.html
218,中国林业集团公司,911100001000016682,http://www.qichacha.com/firm_d85b2b062cb7b55631ea25002cbf784b.html
219,云南省投资控股集团有限公司,915300002919962735,http://www.qichacha.com/firm_b810e027ae7f75406617f030f39ec2df.html
221,新希望集团有限公司,915100002018938457,http://www.qichacha.com/firm_c4ea74106ca65070c7f80473dc4b08a3.html
222,中天控股集团有限公司,91330000795585494G,http://www.qichacha.com/firm_5399f62b25d6902d8204febb27e2d44c.html
224,浙江省能源集团有限公司,913300007276037692,http://www.qichacha.com/firm_b479fae72fb660fbadb3860ac700ae13.html
226,中国广核集团有限公司,9144030010001694XX,http://www.qichacha.com/firm_0c49e93c8cd9981fec08e9554e9279e8.html
228,山东大海集团有限公司,9137052316496261XA,http://www.qichacha.com/firm_c531e661c93d86fedb3a79dde0d6ae08.html
230,中融新大集团有限公司,91370303767799495Y,http://www.qichacha.com/firm_d62550f8ff9dc8f15ba6140f011a9eb8.html
231,中国国际技术智力合作公司,91110000100006194G,http://www.qichacha.com/firm_c7e709b48b324e25515562cb6d96afbd.html
232,无锡产业发展集团有限公司,913202001360026543,http://www.qichacha.com/firm_3c1f9b732d31c84d0a1f7a8cf379e074.html
233,万达控股集团有限公司,91370521726201004D,http://www.qichacha.com/firm_da4301b3cb235c05107bc74c11190e81.html
235,科创控股集团有限公司,未公开,http://www.qichacha.com/firm_9daea3002c65294c41e4106655ee60dd.html
236,中南控股集团有限公司,91320684713296606K,http://www.qichacha.com/firm_8e9b12c499639d23d9f94527182404a3.html
237,深圳市大生农业集团有限公司,914403000877928718,http://www.qichacha.com/firm_b5d7dbe8cc84f2b4c1cf1f501995bd40.html
238,正邦集团有限公司,91360100723937956P,http://www.qichacha.com/firm_2539694360c19f498fb4d77d6fe11f54.html
239,云天化集团有限责任公司,91530000291991210H,http://www.qichacha.com/firm_e73ad0072865dd716e5fcab5cf468e1a.html
241,北京建龙重工集团有限公司,911100007967008961,http://www.qichacha.com/firm_b565e7a5cc2f82b33eaac353b0ca51e6.html
242,奥克斯集团有限公司,913302127301453080,http://www.qichacha.com/firm_9a3c22dfce58dfd8090d59451971229c.html
243,利华益集团股份有限公司,91370500706345756D,http://www.qichacha.com/firm_620b04ee4ed2d99f49de3f8ba95cb3f3.html
245,唐山瑞丰钢铁（集团）有限公司,91130282745420296H,http://www.qichacha.com/firm_14dd4a2e0e79d6b233f2b8de90c88f1e.html
247,天津一商集团有限公司,91120000103069289F,http://www.qichacha.com/firm_e8ce497ed9d9c147f00f93a1394e6581.html
248,中国旅游集团公司,91110000100005554U,http://www.qichacha.com/firm_2e734d212858f21056951c9da1b9a0fe.html
250,云南省能源投资集团有限公司,91530000589628596K,http://www.qichacha.com/firm_1bba69a0821f1ed29a2e31e30cff8ee7.html
251,宁夏天元锰业有限公司,916400007999347864,http://www.qichacha.com/firm_a35eb38f2c2afe6d5c6e54084446306c.html
252,内蒙古电力（集团）有限责任公司,91150000114115818T,http://www.qichacha.com/firm_0e43178d5f6f78148ecf00d68b0e4b5c.html
253,淮南矿业（集团）有限责任公司,91340400150230004B,http://www.qichacha.com/firm_1651b74df366cf525a5efffd3f8e5322.html
254,杭州锦江集团有限公司,913301001437586872,http://www.qichacha.com/firm_6469356c6ebf229eb5500ff30bf04d54.html
257,山东高速集团有限公司,913700002671781071,http://www.qichacha.com/firm_765e8f4af83ff8b2f700644c1e536373.html
258,河北敬业集团,9113010010459478X9,http://www.qichacha.com/firm_4c93424e305cc768e85ecc693a0223ae.html
259,北京能源集团有限责任公司,91110000769355935A,http://www.qichacha.com/firm_e938830fef075d80730ca0182ea90ad3.html
260,亨通集团有限公司,91320509138285715E,http://www.qichacha.com/firm_a36f34c76279bf0eeb05053aadc07a08.html
262,江阴澄星实业集团有限公司,913202811422107675,http://www.qichacha.com/firm_2a3421fef48495b52708851a5fd1ceeb.html
263,天津荣程祥泰投资控股集团有限公司,91120000663051415T,http://www.qichacha.com/firm_db35268d0373765636085539ca486f59.html
264,浙江省建设投资集团股份有限公司,91330000142912793U,http://www.qichacha.com/firm_116a4d81d4044dd83a6f26c21de7a7a7.html
265,深圳顺丰泰森控股（集团）有限公司,91440300678554111W,http://www.qichacha.com/firm_2d7cd39eccf6585ac7df44aa2fde4e18.html
266,甘肃省公路航空旅游投资集团有限公司,91620000712756631E,http://www.qichacha.com/firm_7babd74983028860100d0b1f22363c5f.html
267,广东省广新控股集团有限公司,91440000725063471N,http://www.qichacha.com/firm_2ed1c8a0831b20d1d4b5c002590139dc.html
268,上海城建（集团）公司,91310000630245184Q,http://www.qichacha.com/firm_26b2a13a64bf769e512d36492794e6bf.html
274,马钢（集团）控股有限公司,91340500150509144U,http://www.qichacha.com/firm_f65ee0e783c1ddfa57f37211a05c9d98.html
275,华侨城集团公司,91440300190346175T,http://www.qichacha.com/firm_9c7d7f431c94b41e1eea2648e78ca106.html
276,上海纺织（集团）有限公司,9131000073454965X8,http://www.qichacha.com/firm_739aa28e72cef8099a0d4d51b4c28a22.html
281,山东京博控股股份有限公司,9137000077527826X2,http://www.qichacha.com/firm_a4e8b65f258b593daaee5bd97a4d2641.html
283,盾安控股集团有限公司,913301087045082598,http://www.qichacha.com/firm_854f51214bc454988e2b6b9b26ae0fe5.html
284,红豆集团有限公司,913202052500830484,http://www.qichacha.com/firm_eb5fff891d3f0a95d25e5b060bdb2c42.html
286,河北省物流产业集团有限公司,91130000763443811M,http://www.qichacha.com/firm_9e7235405f36bb7e5bc17e2547589028.html
